,Service,Type,Rating,Hires,Price,Zip Code
0,Drum Lessons with STOMP's Jason Mills,467,5,9,50/hour,07102
1,Drum Lessons With A Patient Pro,467,5,194,50/hour,07102
2,FIRST LESSON IS FREE!,467,5,15,,07102
3,"Drum Lessons- Online, in studio, in home",467,5,28,60/hour,07102
4,Rob Lee Drum Lessons,467,5,7,40/hour,07102
5,Yousef Shami Drums,467,5,,40/hour,07102
6,Cameron Duncan Music,467,5,13,40/hour,07102
7,Alexanders Drum Lessons,467,5,4,40/hour,07102
8,TLO Productions,467,5,8,50/hour,07102
9,Nolan Wren Music,467,5,37,50/hour,07102
10,Drum Lessons from Pro Teacher!,467,5,3,75/hour,07102
11,Patient & Effective Drum lessons w Tour/Studio Pro,467,5,41,45/hour,07102
12,"remote/in-person DRUM lessons: 3 kits, HD video",467,5,11,50/hour,07102
13,Steve Renko Drum Studios,467,5,,50/hour,07102
14,Francis Cassol,467,5,,60/hour,07102
15,Johnny Wicker Music Lessons,467,5,3,50/hour,07102
16,Peter O'Gorman Percussion Studio,467,5,4,52/hour,07102
17,Juilliard Alum 🎵 Online Lessons,467,5,25,65/hour,07102
18,Drum Lessons/Music Production By Joe Devadanam,467,5,,65/hour,07102
19,Tyler Chen,467,5,5,60/hour,07102
20,Ryan Fedak,467,5,24,70/hour,07102
21,Phoenix Conservatory of Music,467,5,3,55/hour,07102
22,Stephen Coffman Drum Lessons,467,5,29,60/hour,07102
23,Paul Michael Hurd,467,5,4,50/hour,07102
24,Kevin Katich drum and percussion lessons,467,5,2,75/hour,07102
25,Piano Lessons with Kathy at New Groove,467,5,3,80/hour,07102
26,Hazzard Sounds,467,5,,60/hour,07102
27,Drum Lessons with Steve Ebe,467,5,14,60/hour,07102
28,BM’s drum school,467,5,,60/hour,07102
29,Max MacVeety/Bunkhouse Recordings,467,5,4,60/hour,07102
