,Service,Type,Rating,Hires,Price,Zip Code
0,TrueShield Pest Control,176,5,44,89,84111
1,Bulwark Exterminating,176,5,116,70,84111
2,Craig's Pest Service,176,5,38,59,84111
3,Beeline Pest Control,176,4.5,231,,84111
4,Hawx Pest Control,176,4.5,,75,84111
5,Edge Pest Control - Utah Central,176,4.5,57,90,84111
6,Uinta pest solutions,176,5,18,59,84111
7,No Bull Bed Bug Control,176,5,7,,84111
8,BeeGone Pest Control,176,5,50,65,84111
9,"Bjorkmans Construction, L.L.C.",176,5,6,59,84111
10,No Bull Pest Control,176,4.5,5,85,84111
11,Green Grounds Lawn and Pest,176,4.5,2,,84111
12,"Posse Express Grub, Spider and Pest Control",176,5,,,84111
13,Precision Lawn & Tree Care,176,5,71,49,84111
14,PestWorks,176,5,3,79,84111
