,Service,Type,Rating,Hires,Price,Zip Code
0,Meridith Alexander / GRIT Mindset Academy,9,5,139,175/session,97201
1,Fawn Miller Coaching for Women,9,5,41,247/session,97201
2,Dr. Elizabeth Levitin Certified Coach,9,5,24,450/session,97201
3,Robyn's Couch,9,4.5,23,125/session,97201
4,Jim McCoy,9,5,83,125/session,97201
5,"Teach, Encourage, Inspire LLC",9,5,9,165/session,97201
6,Lisability Coach,9,5,7,75/session,97201
7,Fitness & Wellness Coaching,9,5,3,250/session,97201
8,Queer Identity and Authenticity Coaching,9,5,2,90/session,97201
9,Truer Love,9,5,,100/session,97201
10,Jeremy Rothenberg Coaching,9,5,32,175/session,97201
11,"Yours Truly, Holistic Health and Wellness LLC",9,5,30,150/session,97201
12,The Men Whisperer - Mickey A. Feher,9,5,12,190/session,97201
13,Ichko Batmunkh,9,5,7,89/session,97201
14,Cheryl Lister,9,5,6,150/session,97201
15,Spirit Catcher Ceremonies,9,5,4,,97201
16,Emily Harman Coaching and Consulting LLC,9,5,,,97201
17,Cynthia Lee Life Coaching,9,5,,150/session,97201
18,Golden Opportunities Coaching,9,5,59,75/session,97201
19,Mia Brunsmann Life Coaching,9,5,,75/session,97201
20,Candace Bethel,9,4.5,24,100/session,97201
21,Elevated Being by Jordan Harold,9,5,3,100/session,97201
22,Cameron Associates HR Consultant & Career Coach,9,5,20,100/session,97201
23,"Heather Siegel, Mind/Body and Life Specialist",9,5,10,70/session,97201
24,Bee Defined Consulting,9,5,59,150/session,97201
25,Full-Circle Coaching w/Laura Sanders,9,5,,100/session,97201
26,"Purposeful Pathways Life Coaching, LLC",9,5,,100/session,97201
27,Life Coach King,9,5,6,150/session,97201
28,Christine Rizzo Coaching,9,5,,125/session,97201
29,Hunter Coaching and Hypnotherapy,9,4.5,17,90/session,97201
