,Service,Type,Rating,Hires,Price,Zip Code
0,Joan Warren Therapy,291,5,531,120,19901
1,WELL COACHED LIFE & GRIT Kids,291,5,47,200,19901
2,"Dr. Clinton Bullock, Ed.D., CPC",291,5,27,75/session,19901
3,"Emotional Healing & RTT Hypnotherapy Fischer, MD",291,5,74,170,19901
4,Life Bridge Coaching,291,5,374,125,19901
5,Guidance Motivational Counseling,291,5,19,50/session,19901
6,Dr. Carla McGowan Counselor/ Master Life Coach,291,5,76,110,19901
7,Lightworks Therapy,291,5,25,125,19901
8,ISO Life Coaching Services,291,5,18,250,19901
9,Mind Body Spirit,291,5,40,50/session,19901
10,Cheryl Lister,291,5,6,150,19901
11,Agape Christian Therapy/Counseling,291,5,12,70,19901
12,Scott Harrison,291,5,45,100,19901
13,Ellev8 Movement,291,5,43,111,19901
14,Don Foor,291,5,240,100,19901
15,"Providence Holistic Counselor, Coach & Reiki",291,5,56,80,19901
16,Jeff Yalden,291,5,2,100/session,19901
17,Jeffrey Batton,291,5,24,125,19901
18,Tozzi Yoga & Yoga Therapy,291,5,,100/session,19901
19,Embracing Self - Life Coaching & Counseling,291,5,6,50/session,19901
20,"XYZ Life Coach, Board-Cert. & Masters Dgr. / WA-DC",291,5,16,85/session,19901
21,Hunter Coaching and Hypnotherapy,291,4.5,17,100,19901
22,The Nairubbean LLC,291,5,5,100,19901
23,"Nancy More, Marriage & Relationship Coach",291,5,204,85,19901
24,Harrison Pastoral Services,291,5,6,135/session,19901
25,"Daniel Gopin, LPC",291,5,100,110,19901
26,Hypnosis At Kinetic Healing Connection,291,5,16,,19901
27,Lisa Moore-Kerigan,291,5,2,80/session,19901
28,Elate Life Coaching,291,5,2,,19901
29,Inner Power Insights,291,5,147,110/session,19901
