,Service,Type,Rating,Hires,Price,Zip Code
0,Standard Mandarin,479,5,26,35/hour,87501
1,Larry Wynder,479,5,18,50/hour,87501
2,Ms. Feifei's Mandarin class,479,5,,60/hour,87501
3,Mandarin Chinese Lessons,479,5,9,70/hour,87501
4,Lauren's Language Lessons,479,5,23,36/hour,87501
5,Metropolitan Mandarin,479,5,,50/hour,87501
6,LingualMuse,479,5,175,55/hour,87501
7,Ivy's Mandarin Chinese Lesson,479,5,2,,87501
8,Chinese Lesson,479,5,2,39/hour,87501
9,Mandarin / Test Prep - Success Academy,479,4.5,48,40/hour,87501
10,Zephyr Tutoring,479,5,4,55/hour,87501
11,Tutoring & Test Prep | Education XYZ,479,5,90,70/hour,87501
12,Two Times Tutoring,479,5,2,70/hour,87501
13,Language and Music House,479,4.5,17,54/hour,87501
14,"Miles Smart Tutoring, INC.",479,4.5,71,,87501
15,WizKid Tutoring: Math/Science/Computers/Test Prep,479,4.5,135,50/hour,87501
16,"Reliable Math Mandarin Tutor, Seattle",479,5,,39/hour,87501
17,"Carolina Language Solutions, LLC",479,5,25,50/hour,87501
18,Zhong Li,479,5,10,45/hour,87501
19,The Chinese Sound,479,5,,,87501
20,Chinese Language and Literature,479,5,,55/hour,87501
21,Yisi,479,5,,65/hour,87501
22,Mandarin Tutor,479,5,,40/hour,87501
23,Anita Private Studio,479,5,2,35/hour,87501
24,Serena Deng,479,5,,80/hour,87501
25,FrostForward Learning (Connor Frost),479,5,34,45/hour,87501
26,Pinyi Tutoring,479,5,12,50/hour,87501
27,Melody Liu,479,5,,45/hour,87501
28,Lazarus D. Richardson,479,5,,25/hour,87501
29,Highest Rating/Most Reviews on Thumbtack.com,479,5,363,49/hour,87501
