,Service,Type,Rating,Hires,Price,Zip Code
0,Clairvoyant Lady,274,5,135,123/hour,07102
1,Psychic Connection Co,274,5,47,55/hour,07102
2,Bloomsburg psychic shop,274,5,,25/hour,07102
3,Five Star Virgo,274,5,59,250/hour,07102
4,Noetic Astrologer/Pro Intuitive- 45+Yrs,274,5,49,149/hour,07102
5,VEDIC ASTROLOGY by Your-Destiny Nivedita Shree,274,5,6,245/hour,07102
6,Psychic Readings By Amanda,274,4.5,87,45/hour,07102
7,Spiritual advisor,274,5,3,120/hour,07102
8,Astrologer Eric Rosen,274,5,8,149/hour,07102
9,Spiritual readings,274,5,,,07102
10,Intuitive Chart Readings & Reiki w/Serafina Abrams,274,5,7,149/hour,07102
11,Carolina Mystic,274,5,,100/hour,07102
12,Thriving Holistic,274,5,,200/hour,07102
13,Spiral Path,274,5,5,85/hour,07102
14,Readings by Eustace,274,5,4,88/hour,07102
15,Ascension with Cosmic Cam,274,5,17,75/hour,07102
16,Psychic Charka Center NJ,274,4.5,2,10/hour,07102
17,Tara's Tangles,274,5,5,60/hour,07102
18,"TheModernDaoist | Coaching, Astrology & Meditation",274,5,44,248/hour,07102
19,Spiritual Insight,274,5,,120/hour,07102
20,Masters of the Cosmos,274,5,,,07102
21,Psychic Answers,274,4.5,42,30/hour,07102
22,"The Beverly, MA Psychic",274,4.5,3,,07102
23,Cool as Astrology & Tarot,274,5,16,99/hour,07102
24,Holistic,274,5,,50/hour,07102
25,The High Priestess ✨,274,5,,80/hour,07102
26,The Energence • Energy Readings + Coaching,274,5,,100/hour,07102
27,Gay 4 Tarot,274,5,7,50/hour,07102
28,Virgo City,274,5,,100/hour,07102
29,Psychic center,274,5,17,,07102
