,Service,Type,Rating,Hires,Price,Zip Code
0,WELL COACHED LIFE & GRIT Kids,291,5,47,200,02201
1,"Dr. Clinton Bullock, Ed.D., CPC",291,5,27,75/session,02201
2,Joan Warren Therapy,291,5,531,120,02201
3,"Emotional Healing & RTT Hypnotherapy Fischer, MD",291,5,74,170,02201
4,Lightworks Therapy,291,5,25,125,02201
5,Life Bridge Coaching,291,5,374,125,02201
6,ISO Life Coaching Services,291,5,18,250,02201
7,Guidance Motivational Counseling,291,5,19,50/session,02201
8,Dr. Carla McGowan Counselor/ Master Life Coach,291,5,76,110,02201
9,Mind Body Spirit,291,5,40,50/session,02201
10,Cheryl Lister,291,5,6,150,02201
11,Agape Christian Therapy/Counseling,291,5,12,70,02201
12,Scott Harrison,291,5,45,100,02201
13,Ellev8 Movement,291,5,43,111,02201
14,Don Foor,291,5,240,100,02201
15,"Providence Holistic Counselor, Coach & Reiki",291,5,56,80,02201
16,Jeff Yalden,291,5,2,100/session,02201
17,Jeffrey Batton,291,5,24,125,02201
18,Tozzi Yoga & Yoga Therapy,291,5,,100/session,02201
19,Embracing Self - Life Coaching & Counseling,291,5,6,50/session,02201
20,"XYZ Life Coach, Board-Cert. & Masters Dgr. / WA-DC",291,5,16,85/session,02201
21,Hunter Coaching and Hypnotherapy,291,4.5,17,100,02201
22,Harrison Pastoral Services,291,5,6,135/session,02201
23,"Daniel Gopin, LPC",291,5,100,110,02201
24,The Nairubbean LLC,291,5,5,100,02201
25,Hypnosis At Kinetic Healing Connection,291,5,16,,02201
26,Lisa Moore-Kerigan,291,5,2,80/session,02201
27,Inner Power Insights,291,5,147,110/session,02201
28,Elate Life Coaching,291,5,2,,02201
29,Monica Ahn - New Life Coaching,291,5,10,150/session,02201
