,Service,Type,Rating,Hires,Price,Zip Code
0,College of Cello,461,5,,90/hour,40601
1,Jennifer Choi,461,5,27,,40601
2,Johnny Mok,461,5,20,75/hour,40601
3,Eddie Pogossian - Cello Lessons,461,5,9,90/hour,40601
4,Rose Music Studio,461,4.5,,45/hour,40601
5,Arlette Cardenes Music Studio,461,5,16,60/hour,40601
6,J Holzen,461,5,,60/hour,40601
7,HelloCello with Claire,461,5,12,110/hour,40601
8,Dr. Jaubert’s Cello Studio,461,5,,75/hour,40601
9,"Peter Lewy, Cello Lessons, Cellist",461,5,3,80/hour,40601
10,Colin Tucker,461,5,6,,40601
11,Isabella P. Cello Lessons (Online/In-Person),461,5,7,70/hour,40601
12,Cello teacher,461,5,,100/hour,40601
13,Juniper Music School,461,5,10,65/hour,40601
14,Musication LLC,461,5,12,80/hour,40601
15,The Music Academy of the Two Rivers,461,5,,50/hour,40601
16,Cello Lessons with Christine,461,5,3,100/hour,40601
17,Phoenix Conservatory of Music,461,5,3,55/hour,40601
18,MaryGrace Bender,461,5,,100/hour,40601
19,Northwest School of Music - In Person & Virtual,461,5,2,65/hour,40601
20,Music Studio of Daniel Frankhuizen,461,5,8,60/hour,40601
21,Fred Chu Music,461,4,4,55/hour,40601
22,JP’s Creativecello Studio,461,5,,80/hour,40601
23,Emily Doveala Music,461,,,60/hour,40601
24,Cello Lessons NYC,461,5,,90/hour,40601
25,Lessons In Your Home,461,5,8,76/hour,40601
26,Lessons In Your Home,461,4.5,107,,40601
27,Attila Szasz Cello Studio,461,5,5,60/hour,40601
28,Music Academy of Kansas City,461,5,63,59/hour,40601
29,Amy Beshara Music,461,,,85/hour,40601
