,Service,Type,Rating,Hires,Price,Zip Code
0,Supreme Makeup & Hair Designs,478,5,253,95/hour,70802
1,Faces by Emmy,478,5,151,80/hour,70802
2,Bijin skincare studio,478,5,4,95/hour,70802
3,Makeup Design By Brittany Tuleja,478,5,2,200/hour,70802
4,JL Beauty,478,5,10,75/hour,70802
5,MaireMakeup,478,5,13,76/hour,70802
6,Glam x Glow beauty,478,5,51,100/hour,70802
7,JussSavvy Beauty,478,4.5,24,,70802
8,ANIE MAKEUP,478,5,38,150/hour,70802
9,Makeup by Ivelina,478,5,115,80/hour,70802
10,Pluïs Belle,478,5,31,60/hour,70802
11,Heart & Soul Artistry,478,5,22,75/hour,70802
12,Artistry Crowning Beauty * Artistry & Aesthetics,478,5,33,80/hour,70802
13,Beauty by Essence,478,5,12,50/hour,70802
14,Bri Soffa Makeup Artistry,478,5,422,125/hour,70802
15,Inspire beauty studio LV,478,5,29,90/hour,70802
16,Hello Beautiful You,478,5,20,50/hour,70802
17,The Makeup Doctor @themakeupdoc,478,5,42,100/hour,70802
18,Desireé Thomas,478,5,15,75/hour,70802
19,BeautyMarkArtistry,478,5,18,150/hour,70802
20,Ovation Beauty LLC,478,5,15,75/hour,70802
21,Lesley loves Lipstick,478,5,55,60/hour,70802
22,Krissy Faces,478,5,23,25/hour,70802
23,Almaz Does Beauty,478,5,14,,70802
24,Lipstick + Lashes by Monika,478,5,,,70802
25,A.M.P. Bridal and Event Hair & Makeup Artistry,478,5,18,85/hour,70802
26,Keri x Beauty,478,5,8,75/hour,70802
27,KISS Of Color Artistry,478,5,3,45/hour,70802
28,The Lipstick Boss,478,5,12,100/hour,70802
29,NK Makeup,478,5,104,100/hour,70802
