,Service,Type,Rating,Hires,Price,Zip Code
0,Supreme Makeup & Hair Designs,478,5,253,95/hour,68502
1,Faces by Emmy,478,5,151,80/hour,68502
2,Bijin skincare studio,478,5,4,95/hour,68502
3,JL Beauty,478,5,10,75/hour,68502
4,Makeup Design By Brittany Tuleja,478,5,2,200/hour,68502
5,MaireMakeup,478,5,13,76/hour,68502
6,Glam x Glow beauty,478,5,51,100/hour,68502
7,JussSavvy Beauty,478,4.5,24,,68502
8,ANIE MAKEUP,478,5,38,150/hour,68502
9,Makeup by Ivelina,478,5,115,80/hour,68502
10,Pluïs Belle,478,5,31,60/hour,68502
11,Heart & Soul Artistry,478,5,22,75/hour,68502
12,Artistry Crowning Beauty * Artistry & Aesthetics,478,5,33,80/hour,68502
13,Beauty by Essence,478,5,12,50/hour,68502
14,Bri Soffa Makeup Artistry,478,5,422,125/hour,68502
15,Inspire beauty studio LV,478,5,29,90/hour,68502
16,Hello Beautiful You,478,5,20,50/hour,68502
17,The Makeup Doctor @themakeupdoc,478,5,42,100/hour,68502
18,Keri x Beauty,478,5,8,75/hour,68502
19,Desireé Thomas,478,5,15,75/hour,68502
20,BeautyMarkArtistry,478,5,18,150/hour,68502
21,Ovation Beauty LLC,478,5,15,75/hour,68502
22,Lesley loves Lipstick,478,5,55,60/hour,68502
23,Krissy Faces,478,5,23,25/hour,68502
24,Almaz Does Beauty,478,5,14,,68502
25,A.M.P. Bridal and Event Hair & Makeup Artistry,478,5,18,85/hour,68502
26,Lipstick + Lashes by Monika,478,5,,,68502
27,The Lipstick Boss,478,5,12,100/hour,68502
28,KISS Of Color Artistry,478,5,3,45/hour,68502
29,NK Makeup,478,5,104,100/hour,68502
