,Service,Type,Rating,Hires,Price,Zip Code
0,Blueline Investigative Services,345,5,30,65/hour,23454
1,F3 Intelligence Corp,345,5,70,250/hour,23454
2,🏆 Detective Chris | Solved It Investigations,345,5,282,250/hour,23454
3,Toltec Investigations,345,5,103,150/hour,23454
4,Online Dating Investigation * Identity * Catfish *,345,5,24,200/hour,23454
5,Redbeard Intelligence & Investigation,345,5,8,250/hour,23454
6,ACOP(Investigations/Security),345,4.5,85,80/hour,23454
7,Certified Security and Investigations,345,5,19,140/hour,23454
8,CX5 Industries,345,5,,,23454
9,TRACCO Consultancy and Investigations,345,5,,90/hour,23454
10,SERAPH Inc.,345,4,201,75/hour,23454
11,Cal State Recovery,345,4,91,65/hour,23454
12,Wessel Forensic Accounting,345,,2,125/hour,23454
13,Green Knight Digital Investigations LLC,345,5,,100/hour,23454
14,BMC ENTERPRISE,345,5,,90/hour,23454
15,Valentis,345,,,,23454
