,Service,Type,Rating,Hires,Price,Zip Code
0,🔮 Psychic & Tarot 🔮 The Star Whisperer,427,5,74,44,55102
1,Natalia's Psychic Studio,427,5,6,35,55102
2,Psychic Connection Co,427,5,47,25,55102
3,"Pixye Dust, Reiki Master/Tarot Card Reader",427,5,27,33,55102
4,The Tarot Cards,427,5,,30,55102
5,Psychic Medium Kevin Kas,427,5,40,35,55102
6,Spiritual Psychic Trey Leon,427,5,26,30,55102
7,Scorpio_Sun_and_Moon,427,5,44,33,55102
8,Sync with Divinities,427,5,,25,55102
9,Mackenzie Iglesias,427,5,5,33,55102
10,"Transformation Time With Lilly, L.L.C.",427,5,141,75,55102
11,Smileys Tarrot Reading,427,4.5,21,40,55102
12,THEBLCKEMPRESS,427,5,,30,55102
13,Soul Timeless Tarot,427,5,29,25,55102
14,Jewel Consultancy,427,5,3,35,55102
15,Guiding Tarot by April,427,5,26,25,55102
16,Mystic Sophie,427,5,,,55102
17,Spiritual Insight,427,5,,40,55102
18,"Robin Wells: Tarot, Reiki, Coaching",427,5,5,25,55102
19,Blue Goddess Tarot,427,5,10,25,55102
20,Cayli McGuire,427,5,11,30,55102
21,"Purple Healing, Llc",427,5,55,50,55102
22,WildFlower Party Psychics & Holistic Success Coach,427,5,4,300/hour,55102
23,Pharaoh Essentials,427,5,13,50,55102
24,Five Star Virgo,427,5,63,30,55102
25,✨Angel Answers Psychic Tarot Card Readings✨,427,4.5,50,43,55102
26,Intuitive guidance by intuitive Tara,427,5,2,,55102
27,Madame Jen Tarot Intuitive,427,5,9,25,55102
28,Golden Opportunities Coaching,427,5,62,,55102
29,The Chakra Oracle,427,5,16,26,55102
