,Service,Type,Rating,Hires,Price,Zip Code
0,TutorWithTheBest,453,5,217,60/hour,77002
1,SAKI Vocal Studio,453,5,31,75/hour,77002
2,Express for Success Coaching,453,5,8,50/hour,77002
3,Acting & Speech with Jacob,453,5,4,33/hour,77002
4,Saxton Elite Acting Coach LLC,453,5,140,50/hour,77002
5,Superba Vox Online Academy,453,5,188,60/hour,77002
6,Acting and Speaking with Mohit!,453,5,7,50/hour,77002
7,Entertainers Life Boot Camp,453,5,6,45/hour,77002
8,Matt Mueller - Acting/Public Speaking,453,5,12,60/hour,77002
9,Kenshaka Ali,453,5,258,90/hour,77002
10,Angel Diva Music and Acting,453,4.5,286,70/hour,77002
11,AspireHigher Coaching,453,5,27,125/hour,77002
12,Cris O'Bryon Vocal Studio,453,5,8,,77002
13,JVP Vocal Studio,453,5,2,50/hour,77002
14,"Topher Keene Studio | Singing, Acting, Speaking",453,5,,,77002
15,Phire Whitaker,453,5,12,60/hour,77002
16,Sarah J Robinson Acting Studio,453,5,2,50/hour,77002
17,"Mary B Phillips Singing, Acting & Audition Coach",453,5,52,65/hour,77002
18,The Performing Arts Coach,453,5,61,80/hour,77002
19,Private Acting Lessons,453,5,,80/hour,77002
20,"ORION BRADSHAW, Actor/ Teacher/ Coach",453,5,5,45/hour,77002
21,"Communities Love Art, Inc.",453,5,2,20/hour,77002
22,"Ashley's Voice, Acting, Dancing Studio",453,5,,60/hour,77002
23,Tracy Pfau's Actor & Voice Over Coach,453,5,73,50/hour,77002
24,Sean Whalen - Acting Coach,453,5,16,100/hour,77002
25,Birchwood Music Company,453,5,,31/hour,77002
26,"Acting, Auditions, & College Audition Coach Spe...",453,5,2,75/hour,77002
27,True Muse Music & Performing Arts,453,5,47,65/hour,77002
28,Michael Bihovsky Voice and Acting Studio,453,5,4,80/hour,77002
29,Brandon M. Weber,453,5,7,50/hour,77002
