,Service,Type,Rating,Hires,Price,Zip Code
0,WELL COACHED LIFE & GRIT Kids,291,5,47,200,95814
1,"Dr. Clinton Bullock, Ed.D., CPC",291,5,27,75/session,95814
2,Joan Warren Therapy,291,5,531,120,95814
3,"Emotional Healing & RTT Hypnotherapy Fischer, MD",291,5,74,170,95814
4,Life Bridge Coaching,291,5,374,125,95814
5,Lightworks Therapy,291,5,25,125,95814
6,Guidance Motivational Counseling,291,5,19,50/session,95814
7,Dr. Carla McGowan Counselor/ Master Life Coach,291,5,76,110,95814
8,ISO Life Coaching Services,291,5,18,250,95814
9,Mind Body Spirit,291,5,40,50/session,95814
10,Cheryl Lister,291,5,6,150,95814
11,Agape Christian Therapy/Counseling,291,5,12,70,95814
12,Scott Harrison,291,5,45,100,95814
13,Ellev8 Movement,291,5,43,111,95814
14,Don Foor,291,5,240,100,95814
15,"Providence Holistic Counselor, Coach & Reiki",291,5,56,80,95814
16,Jeff Yalden,291,5,2,100/session,95814
17,Elate Life Coaching,291,5,2,,95814
18,Jeffrey Batton,291,5,24,125,95814
19,Embracing Self - Life Coaching & Counseling,291,5,6,50/session,95814
20,"XYZ Life Coach, Board-Cert. & Masters Dgr. / WA-DC",291,5,16,85/session,95814
21,Hunter Coaching and Hypnotherapy,291,4.5,17,100,95814
22,"Daniel Gopin, LPC",291,5,100,110,95814
23,The Nairubbean LLC,291,5,5,100,95814
24,Harrison Pastoral Services,291,5,6,135/session,95814
25,Hypnosis At Kinetic Healing Connection,291,5,16,,95814
26,Lisa Moore-Kerigan,291,5,2,80/session,95814
27,Inner Power Insights,291,5,147,110/session,95814
28,Monica Ahn - New Life Coaching,291,5,10,150/session,95814
29,"Jeanne Michele, PhD-Living & Loving Courageously",291,5,36,200,95814
