,Service,Type,Rating,Hires,Price,Zip Code
0,Alithea Design,403,5,103,,17101
1,"Laura Powers Jewelry Stylist, Inc.",403,5,6,,17101
2,Bespoke Fine Jewelry,403,5,18,,17101
3,Gold 'N I,403,5,246,,17101
4,D&D Solutions,403,5,4,,17101
5,Princess Jewelers,403,5,4,,17101
6,MR Jewelers,403,5,3,,17101
7,Affordable Lawn Care /Affordable Power Wash,403,4.5,63,,17101
8,Tompson,403,5,6,,17101
9,Kaya’s bling,403,5,,,17101
10,Baguette Atelier - St. Louis,403,4,,,17101
11,Amy's Handmade Gifts,403,,,,17101
12,Mugggang LLC,403,4,,,17101
13,Milestone,403,,,,17101
14,Handmade Designs by Adria,403,,,,17101
