,Service,Type,Rating,Hires,Price,Zip Code
0,Exquisite Weddings & Eventz,376,5,4,600,55404
1,Beautiful Days With Brandi,376,4.5,32,"1,250",55404
2,Ceremonies By Kristi,376,5,19,200,55404
3,Carraway Creations LLC,376,5,3,,55404
4,Weddings Your Way Floral and Events,376,5,70,,55404
5,Designs By Mimi,376,5,53,600,55404
6,Flawless makeup by Vera,376,5,40,130,55404
7,A. Merisier Event Coordination & Design,376,5,7,"4,000",55404
8,"Maryland Notary & Consultants, LLC",376,5,5,300,55404
9,Simply Elegant Event Decor & Planner,376,,,900,55404
10,PHIN Events + Catering,376,,,"2,010",55404
11,ChicCreativeConcepts by Tish,376,5,,,55404
12,"Hopson’s Event and Wedding Connection, LLC",376,5,,850,55404
13,AryAesthetics,376,,,125,55404
14,POSH EVENTS,376,,,,55404
15,Actualité Event & Design,376,5,20,,55404
16,Sweet As Lace Weddings & Events,376,5,2,,55404
17,Fantaisie Events & Design,376,5,,"1,500",55404
18,Everlasting Weddings By Grace,376,5,5,"1,000",55404
19,Whimsical Wedding and event planning,376,,,250,55404
20,PLS Coordinate,376,5,14,,55404
21,RJS Event Designs,376,4.5,6,,55404
22,Coastal Sage Events & Design,376,5,3,"2,000",55404
23,Kavoossi Konsulting,376,5,,,55404
